,dep,dep_pos,dep_w,pred
1455,_PLACEHOLDER_OBJ_ <- nsubj <- assassinated -> dobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_SUB_ assassinated by _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/misc/murdered_person/murdered_by
1456,_PLACEHOLDER_SUB_ -> parataxis -> was -> attr -> manufacturer -> prep -> from -> pobj -> _PLACEHOLDER_OBJ_,VERB VERB ADP,_PLACEHOLDER_SUB_ buried murdered in _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/misc/murdered_person/place_murdered
1457,_PLACEHOLDER_OBJ_ <- nsubjpass <- assassinated -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ assassinated by _PLACEHOLDER_SUB_,www.freebase.com/user/alexander/misc/murderer/people_murdered
1458,_PLACEHOLDER_SUB_ <- nsubj <- appears -> conj -> associated -> prep -> with -> pobj -> s -> poss -> _PLACEHOLDER_OBJ_,VERB VERB ADP DET,_PLACEHOLDER_SUB_ appears associated with s _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/philosophy/idea/philosopher
1459,_PLACEHOLDER_SUB_ <- nsubjpass <- known -> prep -> for -> pobj -> work -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP NOUN ADP,_PLACEHOLDER_SUB_ known for work on _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/philosophy/philosopher/interests
1460,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> member -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ was philosopher associated with _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/philosophy/philosopher/schools
1461,_PLACEHOLDER_OBJ_ <- compound <- Extension -> conj -> Repository -> conj -> _PLACEHOLDER_SUB_,PROPN PROPN,_PLACEHOLDER_OBJ_ Extension Repository _PLACEHOLDER_SUB_,www.freebase.com/user/allain/default_domain/programming_library/programming_language
1462,_PLACEHOLDER_SUB_ <- compound <- Salazar -> relcl -> was -> attr -> figure -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,PROPN VERB NOUN ADP,_PLACEHOLDER_SUB_ Salazar was figure in _PLACEHOLDER_OBJ_,www.freebase.com/user/alonm/default_domain/revolutionary/participated_in_revolution
1463,_PLACEHOLDER_SUB_ <- nsubj <- is -> nsubj -> terminus -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is terminus known as _PLACEHOLDER_OBJ_,www.freebase.com/user/anandology/default_domain/railway_station/location
1464,_PLACEHOLDER_SUB_ <- nsubj <- falls -> prep -> under -> pobj -> jurisdiction -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP NOUN ADP,_PLACEHOLDER_SUB_ falls under jurisdiction of _PLACEHOLDER_OBJ_,www.freebase.com/user/arielb/israel/israeli_settlement/regional_council
1465,_PLACEHOLDER_SUB_ <- nsubj <- falls -> prep -> under -> pobj -> jurisdiction -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP NOUN ADP,_PLACEHOLDER_SUB_ falls under jurisdiction of _PLACEHOLDER_OBJ_,www.freebase.com/user/arielb/israel/kibbutz/regional_council
1466,_PLACEHOLDER_SUB_ <- nsubj <- is -> xcomp -> write -> dobj -> programs -> compound -> _PLACEHOLDER_OBJ_,VERB VERB NOUN,_PLACEHOLDER_SUB_ is write programs _PLACEHOLDER_OBJ_,www.freebase.com/user/atstcyr/default_domain/framework/programming_languages
1467,_PLACEHOLDER_OBJ_ <- nsubjpass <- written -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ written by _PLACEHOLDER_SUB_,www.freebase.com/user/atstcyr/default_domain/programmer/projects
1468,_PLACEHOLDER_OBJ_ <- compound <- Census -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,PROPN VERB ADP,_PLACEHOLDER_OBJ_ Census known as _PLACEHOLDER_SUB_,www.freebase.com/user/bibliostuff/record_types/census_record/jurisdiction
1469,_PLACEHOLDER_SUB_ <- nsubj <- describes -> dobj -> adventures -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ describes adventures of _PLACEHOLDER_OBJ_,www.freebase.com/user/blackhound/hornblower_universe/book/characters_in_this_book
1470,_PLACEHOLDER_OBJ_ <- nsubj <- published -> dobj -> copies -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ published copies of _PLACEHOLDER_SUB_,www.freebase.com/user/brandon_macuser/default_domain/bible_translation/publisher
1471,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> member -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ was politician of party _PLACEHOLDER_OBJ_,www.freebase.com/user/buxul/default_domain/german_politician/political_party1
1472,_PLACEHOLDER_OBJ_ <- nsubj <- is <- auxpass <- known -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB VERB ADP,_PLACEHOLDER_SUB_ is published by _PLACEHOLDER_OBJ_,www.freebase.com/user/chaswarner/default_domain/computer_program/created_by
1473,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> format -> relcl -> introduced -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is format introduced by _PLACEHOLDER_OBJ_,www.freebase.com/user/chaswarner/default_domain/file_format/created_by
1474,_PLACEHOLDER_OBJ_ <- advcl <- represented -> nsubj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ represented _PLACEHOLDER_SUB_,www.freebase.com/user/cheunger/sports_test/team_roster/members
1475,_PLACEHOLDER_OBJ_ <- nsubj <- become -> attr -> branch -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ become branch of _PLACEHOLDER_SUB_,www.freebase.com/user/coco/science/concepts_theories/child_concept
1476,_PLACEHOLDER_OBJ_ <- compound <- topoi <- nsubj <- find <- ccomp <- used -> nsubjpass -> _PLACEHOLDER_SUB_,VERB NOUN VERB,_PLACEHOLDER_OBJ_ proposed physicists called _PLACEHOLDER_SUB_,www.freebase.com/user/coco/science/concepts_theories/conceptualizer
1477,_PLACEHOLDER_SUB_ <- nsubj <- become -> attr -> branch -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ become branch of _PLACEHOLDER_OBJ_,www.freebase.com/user/coco/science/concepts_theories/parent_concept
1478,_PLACEHOLDER_OBJ_ <- nsubj <- became -> acomp -> known -> prep -> for -> pobj -> book -> appos -> _PLACEHOLDER_SUB_,VERB VERB ADP NOUN,_PLACEHOLDER_OBJ_ became known for book _PLACEHOLDER_SUB_,www.freebase.com/user/ddammann/default_domain/hypothesis/originator
1479,_PLACEHOLDER_SUB_ <- nsubj <- studied -> prep -> with -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ studied with _PLACEHOLDER_OBJ_,www.freebase.com/user/ddammann/default_domain/student/teacher
1480,_PLACEHOLDER_OBJ_ <- nsubj <- studied -> prep -> with -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ studied with _PLACEHOLDER_SUB_,www.freebase.com/user/ddammann/default_domain/teacher/students
1481,_PLACEHOLDER_SUB_ <- nsubj <- owns -> conj -> operates -> dobj -> network -> compound -> _PLACEHOLDER_OBJ_,VERB VERB NOUN,_PLACEHOLDER_SUB_ owns operates network _PLACEHOLDER_OBJ_,www.freebase.com/user/detroiter313/default_domain/licensee/licensed_as
1482,_PLACEHOLDER_OBJ_ <- nsubjpass <- assassinated -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ assassinated by _PLACEHOLDER_SUB_,www.freebase.com/user/dfhuynh/default_domain/assassinated_person/assassination
1483,_PLACEHOLDER_SUB_ -> ccomp -> was -> attr -> dog -> poss -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ stayed with _PLACEHOLDER_OBJ_,www.freebase.com/user/doconnor/pets/pet/owner
1484,_PLACEHOLDER_OBJ_ <- dobj <- replaces -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ replaces as _PLACEHOLDER_SUB_,www.freebase.com/user/duck1123/default_domain/adopted_character/adoptive_parents
1485,_PLACEHOLDER_OBJ_ <- nsubj <- s -> conj -> replaces -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ s replaces _PLACEHOLDER_SUB_,www.freebase.com/user/duck1123/default_domain/adoptive_character/adopted_childern
1486,_PLACEHOLDER_OBJ_ <- nsubj <- introduced -> advcl -> modernized -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ introduced modernized _PLACEHOLDER_SUB_,www.freebase.com/user/duck1123/default_domain/alternate_persona/fictional_universe
1487,_PLACEHOLDER_OBJ_ <- nsubj <- s -> conj -> replaces -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ s replaces _PLACEHOLDER_SUB_,www.freebase.com/user/duck1123/default_domain/alternate_persona/personae
1488,_PLACEHOLDER_OBJ_ <- dobj <- replaces -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN ADP,_PLACEHOLDER_SUB_ taken on identity of _PLACEHOLDER_OBJ_,www.freebase.com/user/duck1123/default_domain/primary_identity/alternate_identities
1489,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> end -> relcl -> played -> prep -> for -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ drafted by _PLACEHOLDER_OBJ_,www.freebase.com/user/dylanrocks/national_football_league/nfl_draft_diamond_in_the_rough/team_drafting
1490,_PLACEHOLDER_OBJ_ <- nsubj <- are -> attr -> franchise -> acl -> based -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is home of _PLACEHOLDER_OBJ_,www.freebase.com/user/dylanrocks/national_football_league/nfl_stadiums_where_home_team_lost_the_first_game/home_team
1491,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> one -> prep -> of -> pobj -> companies -> compound -> _PLACEHOLDER_SUB_,VERB NUM ADP NOUN,_PLACEHOLDER_OBJ_ is one of companies _PLACEHOLDER_SUB_,www.freebase.com/user/evening/default_domain/business_group/business_group_member
1492,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> one -> prep -> of -> pobj -> companies -> compound -> _PLACEHOLDER_OBJ_,VERB NUM ADP NOUN,_PLACEHOLDER_SUB_ is one of companies _PLACEHOLDER_OBJ_,www.freebase.com/user/evening/default_domain/business_group_member/business_group
1493,_PLACEHOLDER_SUB_ <- nsubj <- served -> prep -> as -> pobj -> President -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP PROPN ADP,_PLACEHOLDER_SUB_ served as President of _PLACEHOLDER_OBJ_,www.freebase.com/user/exooo/default_domain/head_of_state/president
1494,_PLACEHOLDER_OBJ_ <- nsubj <- wrote -> dobj -> songs -> poss -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ wrote songs _PLACEHOLDER_SUB_,www.freebase.com/user/fairestcat/bandom/band/members
1495,_PLACEHOLDER_SUB_ <- nsubj <- wrote -> dobj -> songs -> poss -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ wrote songs _PLACEHOLDER_OBJ_,www.freebase.com/user/fairestcat/bandom/musician/band
1496,_PLACEHOLDER_SUB_ <- nsubj <- is -> dobj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/user/gavinci/default_domain/transformer_character/transformers_faction
1497,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> superheroine -> acl -> associated -> prep -> with -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is superheroine associated with _PLACEHOLDER_OBJ_,www.freebase.com/user/geektastique/superheroes/superhero/superhero_organization_membership
1498,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> car -> relcl -> produced -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is car produced by _PLACEHOLDER_OBJ_,www.freebase.com/user/gorans/default_domain/car/manufacturer
1499,_PLACEHOLDER_OBJ_ <- nsubj <- is -> conj -> considered -> dobj -> canon -> compound -> _PLACEHOLDER_SUB_,VERB ADP VERB,_PLACEHOLDER_OBJ_ framed for opening _PLACEHOLDER_SUB_,www.freebase.com/user/gromul/my_comic_book_domain/media_franchise/tv_program
1500,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> center -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is center of _PLACEHOLDER_SUB_,www.freebase.com/user/hangy/default_domain/at_district/administrative_center
1501,_PLACEHOLDER_OBJ_ <- nsubj <- is -> nsubj -> capital -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is capital of _PLACEHOLDER_SUB_,www.freebase.com/user/hangy/default_domain/at_state/capital
1502,_PLACEHOLDER_SUB_ <- nsubj <- called -> conj -> was -> attr -> type -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB VERB NOUN ADP,_PLACEHOLDER_SUB_ called was type of _PLACEHOLDER_OBJ_,www.freebase.com/user/jamie/default_domain/boat_class/parent_class
1503,_PLACEHOLDER_SUB_ <- nsubj <- carried -> dobj -> artwork -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ carried artwork _PLACEHOLDER_OBJ_,www.freebase.com/user/jamie/default_domain/war_ship/nationality
1504,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> businessman -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is businessman _PLACEHOLDER_OBJ_,www.freebase.com/user/jamie/default_domain/yacht_racing/yacht_racing_country/regattas
1505,_PLACEHOLDER_SUB_ <- nsubj <- has -> dobj -> range -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ has range to _PLACEHOLDER_OBJ_,www.freebase.com/user/jamie/food/food_additive/category
1506,_PLACEHOLDER_OBJ_ <- nsubj <- debuted -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ debuted _PLACEHOLDER_SUB_,www.freebase.com/user/jasso/default_domain/instant_messenger_network/parent_company
1507,_PLACEHOLDER_SUB_ -> ccomp -> was -> attr -> dog -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ was dog _PLACEHOLDER_OBJ_,www.freebase.com/user/jefft0/default_domain/purebred_dog/breed
1508,_PLACEHOLDER_OBJ_ -> relcl -> causes -> conj -> syndrome -> appos -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ causes syndrome _PLACEHOLDER_SUB_,www.freebase.com/user/jefft0/default_domain/virus_classification/parent_classification
1509,_PLACEHOLDER_SUB_ <- npadvmod <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/user/jefft0/default_domain/virus_classification/rank
1510,_PLACEHOLDER_SUB_ -> acl -> known -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ known in _PLACEHOLDER_OBJ_,www.freebase.com/user/jerols/default_domain/war/locations
1511,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> pseudonym -> prep -> of -> pobj -> authors -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ was pseudonym of authors _PLACEHOLDER_OBJ_,www.freebase.com/user/jfry/default_domain/pseudonym/used_by
1512,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> provider -> prep -> for -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is provider for _PLACEHOLDER_OBJ_,www.freebase.com/user/joehughes/default_domain/transit_agency/service_areas
1513,_PLACEHOLDER_OBJ_ <- nsubj <- pays -> advcl -> pitting -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ pays pitting _PLACEHOLDER_SUB_,www.freebase.com/user/jschell/default_domain/fictional_character/appeared_in
1514,_PLACEHOLDER_SUB_ <- pobj <- of <- prep <- branch -> relcl -> deals -> nsubj -> _PLACEHOLDER_OBJ_,ADP NOUN VERB,_PLACEHOLDER_SUB_ of branch deals _PLACEHOLDER_OBJ_,www.freebase.com/user/jschell/default_domain/field_of_study/related_fields
1515,_PLACEHOLDER_SUB_ <- nsubjpass <- designated -> prep -> as -> pobj -> capital -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP NOUN ADP,_PLACEHOLDER_SUB_ designated as capital of _PLACEHOLDER_OBJ_,www.freebase.com/user/juniorbonner/default_domain/capital_city/capital_of
1516,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> court -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is court in _PLACEHOLDER_OBJ_,www.freebase.com/user/kaplanmyrth/default_domain/legal_jurisdiction/jurisdictions
1517,_PLACEHOLDER_SUB_ <- nsubj <- is -> ccomp -> being -> attr -> law -> poss -> _PLACEHOLDER_OBJ_,VERB ADP NOUN,_PLACEHOLDER_SUB_ developed by mathematician _PLACEHOLDER_OBJ_,www.freebase.com/user/kerksieck/default_domain/equation/discoverer_s
1518,_PLACEHOLDER_SUB_ <- nsubj <- includes -> dobj -> line -> relcl -> opened -> prep -> from -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ includes line opened from _PLACEHOLDER_OBJ_,www.freebase.com/user/kesava/indian_railways_base/railway_zone/headquarters
1519,_PLACEHOLDER_OBJ_ <- conj <- Analytical <- pobj <- of <- prep <- Journal -> conj -> _PLACEHOLDER_SUB_,PROPN ADP PROPN,_PLACEHOLDER_OBJ_ Analytical of Journal _PLACEHOLDER_SUB_,www.freebase.com/user/ktrueman/default_domain/academic_journal/field
1520,_PLACEHOLDER_OBJ_ <- nsubj <- became -> attr -> member -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became member of _PLACEHOLDER_SUB_,www.freebase.com/user/ktrueman/default_domain/international_organization/member_states
1521,_PLACEHOLDER_OBJ_ -> acl -> called -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is language in _PLACEHOLDER_SUB_,www.freebase.com/user/ktrueman/default_domain/international_organization/official_language_s
1522,_PLACEHOLDER_OBJ_ <- nsubj <- shares -> dobj -> borders -> prep -> with -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ bordered by _PLACEHOLDER_SUB_,www.freebase.com/user/lapax/default_domain/landlocked_country/surrounded_by
1523,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> bridge -> acl -> designed -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is bridge designed by _PLACEHOLDER_SUB_,www.freebase.com/user/lindenb/default_domain/scientist/known_for
1524,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> friend -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ was friend of _PLACEHOLDER_SUB_,www.freebase.com/user/lindenb/default_domain/scientist/worked_with
1525,_PLACEHOLDER_OBJ_ -> parataxis -> was -> attr -> chemist -> conj -> adviser -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN NOUN ADP,_PLACEHOLDER_OBJ_ was chemist adviser of _PLACEHOLDER_SUB_,www.freebase.com/user/lindenb/default_domain/student/teacher
1526,_PLACEHOLDER_OBJ_ <- dobj <- accepts -> conj -> includes -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ accepts includes _PLACEHOLDER_SUB_,www.freebase.com/user/lukeschubert/default_domain/language_classification/higher_classification
1527,_PLACEHOLDER_SUB_ <- dobj <- accepts -> conj -> includes -> dobj -> _PLACEHOLDER_OBJ_,VERB VERB,_PLACEHOLDER_SUB_ accepts includes _PLACEHOLDER_OBJ_,www.freebase.com/user/lukeschubert/default_domain/language_classification/lower_classifications
1528,_PLACEHOLDER_OBJ_ <- nsubj <- is -> nsubj -> seat -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is seat of _PLACEHOLDER_SUB_,www.freebase.com/user/mangala/default_domain/branch_of_government/administrative_building
1529,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> center -> conj -> community -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN NOUN ADP,_PLACEHOLDER_SUB_ is center community in _PLACEHOLDER_OBJ_,www.freebase.com/user/mbmuhr/default_domain/non_profit_organization/location
1530,_PLACEHOLDER_SUB_ <- nsubj <- are -> acomp -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is species of bacteria _PLACEHOLDER_OBJ_,www.freebase.com/user/mcstrother/default_domain/infectious_bacteria/gram_stain_category
1531,_PLACEHOLDER_OBJ_ <- nsubjpass <- founded -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ founded by _PLACEHOLDER_SUB_,www.freebase.com/user/mdaconta/human_resources/employee/employedby
1532,_PLACEHOLDER_SUB_ <- nsubj <- is -> conj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/user/micahsaul/five_alarm_food/chili_pepper/species
1533,_PLACEHOLDER_OBJ_ <- nsubjpass <- located -> prep -> in -> pobj -> region -> compound -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ located in region _PLACEHOLDER_SUB_,www.freebase.com/user/mrmasterbastard/default_domain/region_in_finland/contains
1534,_PLACEHOLDER_SUB_ -> acl -> called -> dobj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ called _PLACEHOLDER_OBJ_,www.freebase.com/user/mt/default_domain/metabolite/chemical_species
1535,_PLACEHOLDER_SUB_ <- nsubj <- defined -> dobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ was professor of _PLACEHOLDER_OBJ_,www.freebase.com/user/mt/default_domain/thinker/fields_of_study
1536,_PLACEHOLDER_OBJ_ <- nsubj <- announced -> ccomp -> begin -> xcomp -> dismantling -> dobj -> brand -> compound -> _PLACEHOLDER_SUB_,VERB VERB VERB NOUN,_PLACEHOLDER_OBJ_ announced begin dismantling brand _PLACEHOLDER_SUB_,www.freebase.com/user/narphorium/default_domain/brand/owner
1537,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> someone -> relcl -> works -> prep -> with -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is someone works with _PLACEHOLDER_OBJ_,www.freebase.com/user/narphorium/default_domain/job_title/professions
1538,_PLACEHOLDER_SUB_ <- nsubj <- known -> ccomp -> are -> nsubj -> _PLACEHOLDER_OBJ_,VERB VERB,_PLACEHOLDER_SUB_ known are _PLACEHOLDER_OBJ_,www.freebase.com/user/narphorium/people/notable_person/part_of_notable_siblings
1539,_PLACEHOLDER_OBJ_ <- nsubj <- known -> ccomp -> are -> nsubj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ known are _PLACEHOLDER_SUB_,www.freebase.com/user/narphorium/people/notable_siblings/siblings
1540,_PLACEHOLDER_OBJ_ <- nsubj <- been -> attr -> sport -> appos -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ been sport _PLACEHOLDER_SUB_,www.freebase.com/user/niallo/default_domain/lift/competitive_in
1541,_PLACEHOLDER_SUB_ <- npadvmod <- is -> attr -> framework -> acl -> written -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is framework written in _PLACEHOLDER_OBJ_,www.freebase.com/user/olet/default_domain/cms/programm_language
1542,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ is _PLACEHOLDER_SUB_,www.freebase.com/user/patrick/default_domain/tag/tagged_topics
1543,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/user/patrick/default_domain/tagged_topic/tags
1544,_PLACEHOLDER_SUB_ <- nsubjpass <- considered -> dobj -> Breed -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB PROPN ADP,_PLACEHOLDER_SUB_ considered Breed of _PLACEHOLDER_OBJ_,www.freebase.com/user/pjf/default_domain/chicken_breed/origin
1545,_PLACEHOLDER_OBJ_ <- nsubj <- described -> dobj -> density -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ discovered _PLACEHOLDER_SUB_,www.freebase.com/user/psych0fred/default_domain/discovered_by/person
1546,_PLACEHOLDER_SUB_ <- nsubj <- become -> attr -> title -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ become title _PLACEHOLDER_OBJ_,www.freebase.com/user/pumpkin/etymology/word/language
1547,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> god -> acl -> identified -> prep -> with -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ was god identified with _PLACEHOLDER_SUB_,www.freebase.com/user/radiusrs/default_domain/astrology/related_topics
1548,_PLACEHOLDER_OBJ_ -> appos -> title -> nmod -> _PLACEHOLDER_SUB_,NOUN VERB,_PLACEHOLDER_OBJ_ compositions include _PLACEHOLDER_SUB_,www.freebase.com/user/ramanan/default_domain/composition/musical_composer
1549,_PLACEHOLDER_SUB_ <- poss <- compositions <- nsubj <- include -> dobj -> Concertos -> appos -> _PLACEHOLDER_OBJ_,NOUN VERB PROPN,_PLACEHOLDER_SUB_ compositions include Concertos _PLACEHOLDER_OBJ_,www.freebase.com/user/ramanan/default_domain/musical_composer/musical_composition
1550,_PLACEHOLDER_OBJ_ <- compound <- era <- pobj <- of <- prep <- Composers <- nsubj <- include -> dobj -> _PLACEHOLDER_SUB_,NOUN ADP NOUN VERB,_PLACEHOLDER_OBJ_ era of Composers include _PLACEHOLDER_SUB_,www.freebase.com/user/ramanan/default_domain/musical_composer/musical_genre
